Location,FIPS Code,Percent Change in Interpersonal Violence
Custer County,31041,-19.09244866
Dakota County,31043,17.04208422
Dawes County,31045,-22.61073685
Dawson County,31047,17.09762538
Deuel County,31049,-10.96882811
Dixon County,31051,-17.75499384
Dodge County,31053,-1.997337583
Douglas County,31055,-3.165398726
Dundy County,31057,-32.07248095
Fillmore County,31059,-22.74594359
Franklin County,31061,-36.96703395
Frontier County,31063,-31.93268126
Furnas County,31065,-32.11607206
Gage County,31067,-28.37713671
Garden County,31069,-19.50086574
Garfield County,31071,-24.95774823
Gosper County,31073,-29.96570682
Grant County,31075,-25.02200848
Greeley County,31077,-39.91152853
Hall County,31079,2.216528004
Hamilton County,31081,-33.53779677
Harlan County,31083,-32.01644218
Hayes County,31085,-20.98900657
Hitchcock County,31087,-23.48529232
Holt County,31089,-25.5535943
Hooker County,31091,-28.45529153
Howard County,31093,-36.97031589
Jefferson County,31095,-22.35249871
Johnson County,31097,-7.283333755
Kearney County,31099,-23.69006441
Keith County,31101,-9.373500206
Keya Paha County,31103,-37.33164647
Kimball County,31105,-10.73880404
Knox County,31107,-18.98818565
Lancaster County,31109,-8.858572628
Lincoln County,31111,11.98495422
Logan County,31113,-19.32908269
Loup County,31115,-26.48357274
McPherson County,31117,-30.8596469
Madison County,31119,-9.286366122
Merrick County,31121,-24.78668657
Morrill County,31123,-23.15751039
Nance County,31125,-35.84673075
Nemaha County,31127,-28.1617014
Nuckolls County,31129,-29.3148587
Otoe County,31131,-25.55515951
Pawnee County,31133,-27.53650328
Perkins County,31135,-17.03606408
Phelps County,31137,-27.58779286
Pierce County,31139,-30.38918581
Platte County,31141,-13.38497623
Polk County,31143,-34.40974275
Red Willow County,31145,-23.43965365
Richardson County,31147,-26.84656968
Rock County,31149,-25.5925132
Saline County,31151,-9.991122944
Sarpy County,31153,-16.18530111
Saunders County,31155,-11.50240955
Scotts Bluff County,31157,-18.66445588
Seward County,31159,-28.85205193
Sheridan County,31161,-18.12815749
Sherman County,31163,-37.94862452
Sioux County,31165,-27.741989
Stanton County,31167,-19.46673895
Thayer County,31169,-23.6763047
Thomas County,31171,-18.63468505
Thurston County,31173,20.22920361
Valley County,31175,-32.43927533
Washington County,31177,-12.22947648
Wayne County,31179,-23.80985749
Webster County,31181,-24.76451819
Wheeler County,31183,-32.13740892
York County,31185,-18.99832809
Churchill County,32001,-35.1808989
Clark County,32003,-53.60316273
Douglas County,32005,-44.37084393
Elko County,32007,-40.50500464
Esmeralda County,32009,-36.92523566
Eureka County,32011,-38.57236888
Humboldt County,32013,-21.08410223
Lander County,32015,-35.49355034
Lincoln County,32017,-30.01355959
Lyon County,32019,-27.6353821
Mineral County,32021,-42.25312155
Nye County,32023,-19.82886089
Pershing County,32027,-30.45054827
Storey County,32029,-43.29399084
Washoe County,32031,-30.99754965
White Pine County,32033,-5.876996909
Carson City,32510,-50.96411852
Belknap County,33001,-21.29682947
Carroll County,33003,-20.80753452
Cheshire County,33005,-29.02113009
Coos County,33007,10.89365966
Grafton County,33009,-9.671201184
Hillsborough County,33011,-24.48963904
Merrimack County,33013,-23.10004734
Rockingham County,33015,-42.94655176
Strafford County,33017,-35.35789121
Sullivan County,33019,-21.63768464
Atlantic County,34001,-24.42329133
Bergen County,34003,-63.12211072
Burlington County,34005,-8.338229649
Camden County,34007,1.375202991
Cape May County,34009,-18.9441904
Cumberland County,34011,23.64810061
Essex County,34013,-34.38807832
Gloucester County,34015,-9.296160819
Hudson County,34017,-69.44610924
Hunterdon County,34019,-33.15486734
Mercer County,34021,1.865687578
Middlesex County,34023,-37.58468253
Monmouth County,34025,-42.52071203
Morris County,34027,-40.84225237
Ocean County,34029,-35.33033316
Passaic County,34031,-43.7571971
Salem County,34033,13.90907726
Somerset County,34035,-23.36143295
Sussex County,34037,-34.43974181
Union County,34039,-24.08751371
Warren County,34041,-21.9598329
Bernalillo County,35001,-46.59604669
Catron County,35003,-22.16954477
Chaves County,35005,-18.73781953
Cibola County,35006,-13.48078901
Colfax County,35007,-25.16565024
Curry County,35009,-35.30707489
De Baca County,35011,-38.54877661
Dona Ana County,35013,-35.3261099
Eddy County,35015,-23.8371633
Grant County,35017,-4.335988164
Guadalupe County,35019,-40.30223796
Harding County,35021,-41.77530847
Hidalgo County,35023,-10.65130729
Lea County,35025,-22.21926207
Lincoln County,35027,-28.44141354
Los Alamos County,35028,-46.34933226
Luna County,35029,-23.38462599
McKinley County,35031,-6.795509113
Mora County,35033,-36.98994187
Otero County,35035,-40.49749902
Quay County,35037,-27.62105777
Rio Arriba County,35039,-28.23948768
Roosevelt County,35041,-40.2767476
Sandoval County,35043,-45.75806831
San Juan County,35045,-17.85375991
San Miguel County,35047,-35.72961009
Santa Fe County,35049,-52.11636322
Sierra County,35051,-27.31538853
Socorro County,35053,-17.43935733
Taos County,35055,-29.50607436
Torrance County,35057,-22.38282841
Union County,35059,-21.62429316
Valencia County,35061,-13.48078901
Albany County,36001,5.595312232
Allegany County,36003,-15.20008972
Bronx County,36005,-71.60915078
Broome County,36007,8.960869245
Cattaraugus County,36009,-5.209598209
Cayuga County,36011,-11.87712619
Chautauqua County,36013,0.333985019
Chemung County,36015,0.594035011
Chenango County,36017,4.467530532
Clinton County,36019,-14.14066634
Columbia County,36021,-16.06346366
Cortland County,36023,-19.1407015
Delaware County,36025,-21.50261441
Dutchess County,36027,-14.83619976
Erie County,36029,-6.73014838
Essex County,36031,-10.14845281
Franklin County,36033,-10.54461174
Fulton County,36035,-6.419779528
Genesee County,36037,-16.56113343
Greene County,36039,-4.575226262
Hamilton County,36041,3.682898013
Herkimer County,36043,10.04731892
Jefferson County,36045,17.07166018
Kings County,36047,-75.64275388
Lewis County,36049,15.12050279
Livingston County,36051,-22.71903895
Madison County,36053,-10.93019365
Monroe County,36055,0.966544162
Montgomery County,36057,13.16171791
Nassau County,36059,-53.5985307
New York County,36061,-88.12211983
Niagara County,36063,-20.13572498
Oneida County,36065,41.73694185
Onondaga County,36067,9.306448905
Ontario County,36069,-6.740447467
Orange County,36071,-29.84283629
Orleans County,36073,-3.675297543
Oswego County,36075,8.009777596
Otsego County,36077,-10.82355413
Putnam County,36079,-52.66490523
Queens County,36081,-84.18203661
Rensselaer County,36083,5.744994321
Richmond County,36085,-73.82157805
Rockland County,36087,-55.47666385
Saint Lawrence County,36089,3.520724133
Saratoga County,36091,-22.59297529
Schenectady County,36093,64.83400049
Schoharie County,36095,-11.04678883
Schuyler County,36097,-2.636032974
Seneca County,36099,2.948902502
Steuben County,36101,-6.024883811
Suffolk County,36103,-43.45830674
Sullivan County,36105,-22.00230636
Tioga County,36107,-6.322751878
Tompkins County,36109,-11.52918797
Ulster County,36111,-25.10430306
Warren County,36113,-10.26758706
Washington County,36115,-3.655365937
Wayne County,36117,-31.32157141
Westchester County,36119,-56.56144613
Wyoming County,36121,-14.31139451
Yates County,36123,-22.48854402
Alamance County,37001,-52.26088452
Alexander County,37003,-41.09171466
Alleghany County,37005,-28.72061148
Anson County,37007,-31.91255587
Ashe County,37009,-25.81574171
Avery County,37011,-30.05306544
Beaufort County,37013,-45.96876268
Bertie County,37015,-45.50199772
Bladen County,37017,-31.690887
Brunswick County,37019,-38.9516784
Buncombe County,37021,-49.72824386
Burke County,37023,-39.6439336
Cabarrus County,37025,-40.30996919
Caldwell County,37027,-30.43091753
Camden County,37029,-67.84926266
Carteret County,37031,-25.76476703
Caswell County,37033,-49.0318041
Catawba County,37035,-37.70647926
Chatham County,37037,-58.2745821
Cherokee County,37039,-36.20302212
Chowan County,37041,-48.63854606
Clay County,37043,-39.23381927
Cleveland County,37045,-31.56565276
Columbus County,37047,-1.467067128
Craven County,37049,-30.98161886
Cumberland County,37051,-18.79220089
Currituck County,37053,-59.73583984
Dare County,37055,-40.61938904
Davidson County,37057,-40.89617683
Davie County,37059,-43.37753883
Duplin County,37061,-35.05387927
Durham County,37063,-37.21007165
Edgecombe County,37065,-21.56355784
Forsyth County,37067,-37.84209207
Franklin County,37069,-66.02527112
Gaston County,37071,-49.4338075
Gates County,37073,-63.74939433
Graham County,37075,-5.67138152
Granville County,37077,-62.89123049
Greene County,37079,-41.24206813
Guilford County,37081,-35.65091463
Halifax County,37083,-10.23391901
Harnett County,37085,-51.0573851
Haywood County,37087,-45.65202509
Henderson County,37089,-45.87198004
Hertford County,37091,-35.68554943
Hoke County,37093,-35.07974837
Hyde County,37095,-44.66035869
Iredell County,37097,-51.10274177
Jackson County,37099,-49.20260795
Johnston County,37101,-57.25369285
Jones County,37103,-36.11103124
Lee County,37105,-19.60950629
Lenoir County,37107,-19.13900799
Lincoln County,37109,-50.53854635
McDowell County,37111,-16.65474159
Macon County,37113,-34.89547635
Madison County,37115,-44.53544258
Martin County,37117,-36.54246912
Mecklenburg County,37119,-55.09357991
Mitchell County,37121,-40.309906
Montgomery County,37123,-37.55800373
Moore County,37125,-42.76915246
Nash County,37127,-23.4817193
New Hanover County,37129,-33.81009835
Northampton County,37131,-41.26502569
Onslow County,37133,-29.46092028
Orange County,37135,-60.76520361
Pamlico County,37137,-39.40111739
Pasquotank County,37139,-40.29188635
Pender County,37141,-53.75730857
Perquimans County,37143,-48.74843841
Person County,37145,-49.73773749
Pitt County,37147,-38.78258326
Polk County,37149,-58.59203549
Randolph County,37151,-32.01280982
Richmond County,37153,-26.00941265
Robeson County,37155,11.80850658
Rockingham County,37157,-29.29201523
Rowan County,37159,-20.95485463
Rutherford County,37161,-36.63049622
Sampson County,37163,-33.08060936
Scotland County,37165,-0.193856051
Stanly County,37167,-31.27517059
Stokes County,37169,-41.1969775
Surry County,37171,-22.1716556
Swain County,37173,-25.41529535
Transylvania County,37175,-38.65940149
Tyrrell County,37177,-38.44180511
Union County,37179,-48.79506793
Vance County,37181,-11.98792474
Wake County,37183,-60.67555272
Warren County,37185,-51.0317855
Washington County,37187,-37.27807306
Watauga County,37189,-36.06445147
Wayne County,37191,-25.54211527
Wilkes County,37193,-26.58883667
Wilson County,37195,-41.15690356
Yadkin County,37197,-37.79099949
Yancey County,37199,-25.5915575
Adams County,38001,-27.6168544
Barnes County,38003,-8.200374328
Benson County,38005,24.56762869
Billings County,38007,-22.61895436
Bottineau County,38009,-33.62984159
Bowman County,38011,-28.9449277
Burke County,38013,-21.10954298
Burleigh County,38015,-10.0406546
Cass County,38017,-17.07332326
Cavalier County,38019,-26.10556303
Dickey County,38021,-25.39991601
Divide County,38023,-27.0617879
Dunn County,38025,-25.65684719
Eddy County,38027,-12.08692099
Emmons County,38029,-35.51151775
Foster County,38031,-22.01779555
Golden Valley County,38033,-24.68051041
Grand Forks County,38035,-14.35580031
Grant County,38037,-32.71361557
Griggs County,38039,-20.07785806
Hettinger County,38041,-37.93625943
Kidder County,38043,-32.63917348
LaMoure County,38045,-33.62708365
Logan County,38047,-33.65050406
McHenry County,38049,-27.80037666
McIntosh County,38051,-35.32229617
McKenzie County,38053,-4.874945845
McLean County,38055,-18.23007432
Mercer County,38057,-23.91889282
Morton County,38059,-12.57203798
Mountrail County,38061,-7.747992232
Nelson County,38063,-12.119713
Oliver County,38065,-22.4840467
Pembina County,38067,-16.49510933
Pierce County,38069,-20.0682057
Ramsey County,38071,-10.31792043
Ransom County,38073,-24.06549469
Renville County,38075,-22.21223917
Richland County,38077,-17.36784031
Rolette County,38079,-23.34491315
Sargent County,38081,-29.60966746
Sheridan County,38083,-36.7984546
Sioux County,38085,11.98599215
Slope County,38087,-32.3261735
Stark County,38089,-26.38491447
Steele County,38091,-27.07619113
Stutsman County,38093,-20.20246824
Towner County,38095,-25.48749672
Traill County,38097,-22.94153932
Walsh County,38099,-17.60117968
Ward County,38101,-4.7864202
Wells County,38103,-26.62153488
Williams County,38105,-2.492026326
Adams County,39001,6.621818987
Allen County,39003,-20.09914376
Ashland County,39005,-2.126316469
Ashtabula County,39007,12.00839733
Athens County,39009,-3.957373846
Auglaize County,39011,-24.94042149
Belmont County,39013,-2.752031612
Brown County,39015,-6.29925228
Butler County,39017,-32.18879028
Carroll County,39019,4.944565765
Champaign County,39021,-17.63384815
Clark County,39023,11.51041447
Clermont County,39025,-31.75381825
Clinton County,39027,-14.54765692
Columbiana County,39029,19.17723061
Coshocton County,39031,8.171685479
Crawford County,39033,4.062290056
Cuyahoga County,39035,-44.19844375
Darke County,39037,-24.10092358
Defiance County,39039,-15.03060919
Delaware County,39041,-20.12286331
Erie County,39043,-10.83318998
Fairfield County,39045,14.862356
Fayette County,39047,10.67188168
Franklin County,39049,67.34024782
Fulton County,39051,-22.02647572
Gallia County,39053,39.42822126
Geauga County,39055,-21.01933894
Greene County,39057,-24.07246013
Guernsey County,39059,14.02179958
Hamilton County,39061,27.80733169
Hancock County,39063,-14.16549151
Hardin County,39065,-13.5257398
Harrison County,39067,17.74196136
Henry County,39069,-28.34823865
Highland County,39071,7.105917688
Hocking County,39073,24.18332719
Holmes County,39075,-2.432166267
Huron County,39077,-5.56177149
Jackson County,39079,12.10247796
Jefferson County,39081,20.01205933
Knox County,39083,12.22729741
Lake County,39085,-28.59088499
Lawrence County,39087,-15.56525939
Licking County,39089,13.68843742
Logan County,39091,-12.3099371
Lorain County,39093,-24.41339551
Lucas County,39095,-37.80065396
Madison County,39097,-10.65087465
Mahoning County,39099,-6.00322377
Marion County,39101,-13.60124352
Medina County,39103,-35.21651372
Meigs County,39105,16.24222065
Mercer County,39107,-26.93764249
Miami County,39109,-20.7672197
Monroe County,39111,-1.988655428
Montgomery County,39113,-36.47731545
Morgan County,39115,20.47966978
Morrow County,39117,-0.209753244
Muskingum County,39119,24.20634811
Noble County,39121,10.35207249
Ottawa County,39123,-20.54497552
Paulding County,39125,-16.6465213
Perry County,39127,22.88075859
Pickaway County,39129,11.40462945
Pike County,39131,9.265848402
Portage County,39133,-20.94800386
Preble County,39135,-24.72142559
Putnam County,39137,-22.97477
Richland County,39139,-4.30708913
Ross County,39141,18.06310469
Sandusky County,39143,2.4031224
Scioto County,39145,-5.62406233
Seneca County,39147,-0.869835961
Shelby County,39149,-14.51829512
Stark County,39151,-4.574828693
Summit County,39153,24.30397382
Trumbull County,39155,27.60293989
Tuscarawas County,39157,-10.51625189
Union County,39159,-15.62002647
Van Wert County,39161,-15.8387255
Vinton County,39163,18.70296034
Warren County,39165,-30.11846646
Washington County,39167,-8.440838714
Wayne County,39169,4.573933737
Williams County,39171,-21.57043629
Wood County,39173,-14.81502254
Wyandot County,39175,-14.85522012
Adair County,40001,-6.820597683
Alfalfa County,40003,-37.14906272
Atoka County,40005,-56.42591074
Beaver County,40007,-50.04451472
Beckham County,40009,-41.37923432
Blaine County,40011,-47.66686669
Bryan County,40013,-42.85310517
Caddo County,40015,-29.18719012
Canadian County,40017,-36.36700846
Carter County,40019,-34.67043281
Cherokee County,40021,-25.81192294
Choctaw County,40023,-32.37742436
Cimarron County,40025,-38.78921246
Cleveland County,40027,-34.81791913
Coal County,40029,-27.27705546
Comanche County,40031,-17.63669642
Cotton County,40033,-49.14576649
Craig County,40035,-16.56735592
Creek County,40037,-39.39027387
Custer County,40039,-48.32552597
Delaware County,40041,-20.68361926
Dewey County,40043,-45.43554376
Ellis County,40045,-54.51042711
Garfield County,40047,-32.89483821
Garvin County,40049,-26.30110022
Grady County,40051,-41.01774806
Grant County,40053,-29.4489806
Greer County,40055,-30.21105396
Harmon County,40057,-50.50177536
Harper County,40059,-46.61188174
Haskell County,40061,-17.38802432
Hughes County,40063,-6.523223123
Jackson County,40065,-46.72600763
Jefferson County,40067,-40.20512157
Johnston County,40069,-39.67300028
Kay County,40071,-16.22944882
Kingfisher County,40073,-47.5429531
Kiowa County,40075,-33.932761
Latimer County,40077,-27.66634672
Le Flore County,40079,-16.47826276
Lincoln County,40081,-24.84124366
Logan County,40083,-51.45154317
Love County,40085,-50.67641708
McClain County,40087,-39.21454943
McCurtain County,40089,-40.48360492
McIntosh County,40091,-17.0893764
Major County,40093,-46.46735322
Marshall County,40095,-50.31109596
Mayes County,40097,-21.68968448
Murray County,40099,-36.68535094
Muskogee County,40101,-18.76301116
Noble County,40103,-36.83060437
Nowata County,40105,-24.5267436
Okfuskee County,40107,-20.01169539
Oklahoma County,40109,-31.93273016
Okmulgee County,40111,-29.09267977
Osage County,40113,-19.01470896
Ottawa County,40115,-8.634295795
Pawnee County,40117,-8.799357645
Payne County,40119,-39.74029352
Pittsburg County,40121,-16.65150386
Pontotoc County,40123,-36.25703128
Pottawatomie County,40125,-37.79565619
Pushmataha County,40127,-29.66121043
Roger Mills County,40129,-61.04208803
Rogers County,40131,-23.89685076
Seminole County,40133,-24.81092044
Sequoyah County,40135,-24.27905106
Stephens County,40137,-40.95940623
Texas County,40139,-33.0152514
Tillman County,40141,-47.96860625
Tulsa County,40143,-7.615690533
Wagoner County,40145,-18.52719176
Washington County,40147,-10.5523423
Washita County,40149,-42.48376563
Woods County,40151,-39.98650942
Woodward County,40153,-47.21672995
Baker County,41001,-26.35391629
Benton County,41003,-47.37955328
Clackamas County,41005,-45.93780936
Clatsop County,41007,-35.02114512
Columbia County,41009,-35.96219625
Coos County,41011,-28.12554589
Crook County,41013,-37.70142589
Curry County,41015,-31.26802113
Deschutes County,41017,-46.93156952
Douglas County,41019,-15.2369089
Gilliam County,41021,-22.86740561
Grant County,41023,-32.77144075
Harney County,41025,-26.85633814
Hood River County,41027,-33.29296681
Jackson County,41029,-25.59282536
Jefferson County,41031,1.082747126
Josephine County,41033,-24.37903285
Klamath County,41035,-14.98243955
Lake County,41037,-33.33019506
Lane County,41039,-18.82278846
Lincoln County,41041,-26.61384722
Linn County,41043,-29.73428243
Malheur County,41045,-12.67248376
Marion County,41047,-30.2937692
Morrow County,41049,-11.37475785
Multnomah County,41051,-50.75133548
Polk County,41053,-40.93082599
Sherman County,41055,-28.87069896
Tillamook County,41057,-35.71124565
Umatilla County,41059,-18.15954732
Union County,41061,-32.12894651
Wallowa County,41063,-32.27300066
Wasco County,41065,-4.813431838
Washington County,41067,-44.06589481
Wheeler County,41069,-24.86535241
Yamhill County,41071,-32.65924235
Adams County,42001,-32.12530867
Allegheny County,42003,23.06255368
Armstrong County,42005,-4.428087022
Beaver County,42007,17.81539902
Bedford County,42009,-1.133450755
Berks County,42011,10.96711022
Blair County,42013,-5.625825073
Bradford County,42015,-0.19532224
Bucks County,42017,-28.2636571
Butler County,42019,-16.65670802
Cambria County,42021,2.253356767
Cameron County,42023,-19.53670442
Carbon County,42025,-7.826085126
Centre County,42027,-36.75801105
Chester County,42029,-42.36595132
Clarion County,42031,-24.54040787
Clearfield County,42033,-17.24780146
Clinton County,42035,-25.26320947
Columbia County,42037,-10.63054722
Crawford County,42039,17.58200557
Cumberland County,42041,-28.09571381
Dauphin County,42043,-2.867130242
Delaware County,42045,16.98615448
Elk County,42047,-20.90327782
Erie County,42049,-6.262307828
Fayette County,42051,-27.73163625
Forest County,42053,57.90693256
Franklin County,42055,-9.385779771
Fulton County,42057,-22.53639645
Greene County,42059,-6.861495011
Huntingdon County,42061,-13.75566793
Indiana County,42063,-6.604301294
Jefferson County,42065,-20.42288249
Juniata County,42067,-13.22156025
Lackawanna County,42069,1.006877554
Lancaster County,42071,0.324389497
Lawrence County,42073,44.94650362
Lebanon County,42075,-10.43022778
Lehigh County,42077,38.13494627
Luzerne County,42079,31.98378581
Lycoming County,42081,21.99166614
McKean County,42083,-13.2030211
Mercer County,42085,1.900804553
Mifflin County,42087,-17.1876016
Monroe County,42089,38.56686419
Montgomery County,42091,-25.20853581
Montour County,42093,-3.293284177
Northampton County,42095,-6.25152369
Northumberland County,42097,-12.25414321
Perry County,42099,-11.57657837
Philadelphia County,42101,-42.02803851
Pike County,42103,-22.67784089
Potter County,42105,-4.830381551
Schuylkill County,42107,-4.441300774
Snyder County,42109,-15.00580388
Somerset County,42111,2.491110421
Sullivan County,42113,17.5417201
Susquehanna County,42115,-11.7444277
Tioga County,42117,-8.275657641
Union County,42119,-28.39274936
Venango County,42121,-13.30293122
Warren County,42123,-8.059896147
Washington County,42125,-10.7944822
Wayne County,42127,19.13968323
Westmoreland County,42129,-2.175711968
Wyoming County,42131,6.331375316
York County,42133,13.9126046
Bristol County,44001,-46.73401216
Kent County,44003,-36.47766884
Newport County,44005,-45.70413304
Providence County,44007,-29.3737629
Washington County,44009,-48.05390757
Abbeville County,45001,-45.95455043
Aiken County,45003,-35.43146119
Allendale County,45005,10.00468703
Anderson County,45007,-27.67363263
Bamberg County,45009,-23.05184513
Barnwell County,45011,-12.78269175
Beaufort County,45013,-34.06402963
Berkeley County,45015,-10.42159126
Calhoun County,45017,-37.96079009
Charleston County,45019,-19.26645595
Cherokee County,45021,-31.99526593
Chester County,45023,-34.21888626
Chesterfield County,45025,-33.17360505
Clarendon County,45027,-27.02472367
Colleton County,45029,1.103029863
Darlington County,45031,-22.86226424
Dillon County,45033,-18.96672959
Dorchester County,45035,-12.24135353
Edgefield County,45037,-63.87814854
Fairfield County,45039,-39.71413259
Florence County,45041,-37.48897919
Georgetown County,45043,-44.58076117
Greenville County,45045,-44.26087573
Greenwood County,45047,-30.57836888
Hampton County,45049,-7.534303937
Horry County,45051,-36.89822503
Jasper County,45053,-28.14454219
Kershaw County,45055,-35.30182608
Lancaster County,45057,-32.24678702
Laurens County,45059,-44.6383947
Lee County,45061,-21.95228418
Lexington County,45063,-21.68513645
McCormick County,45065,-66.83355423
Marion County,45067,-33.47243297
Marlboro County,45069,-17.35976088
Newberry County,45071,-44.72323196
Oconee County,45073,-47.57633762
Orangeburg County,45075,-14.84436788
Pickens County,45077,-17.05163131
Richland County,45079,-38.20387524
Saluda County,45081,-48.0915271
Spartanburg County,45083,-46.14828329
Sumter County,45085,-18.90561406
Union County,45087,-30.33062503
Williamsburg County,45089,-13.66087843
York County,45091,-50.44347732
Aurora County,46003,-32.44562408
Beadle County,46005,-7.771979041
Bennett County,46007,-10.64863135
Bon Homme County,46009,-21.16300579
Brookings County,46011,-20.04009336
Brown County,46013,-18.27172407
Brule County,46015,-21.03549498
Buffalo County,46017,-7.020664885
Butte County,46019,-35.19005608
Campbell County,46021,-39.38698668
Charles Mix County,46023,-15.37033497
Clark County,46025,-32.32808426
Clay County,46027,-21.79321943
Codington County,46029,-25.0197029
Corson County,46031,-11.3619996
Custer County,46033,-38.9756004
Davison County,46035,-23.45712985
Day County,46037,-20.35269257
Deuel County,46039,-28.46984504
Dewey County,46041,-4.004131704
Douglas County,46043,-33.9905464
Edmunds County,46045,-37.80483226
Fall River County,46047,-35.71441706
Faulk County,46049,-39.89689858
Grant County,46051,-18.78961945
Gregory County,46053,-24.81131902
Haakon County,46055,-27.2541846
Hamlin County,46057,-34.97548188
Hand County,46059,-35.86482023
Hanson County,46061,-33.72503002
Harding County,46063,-35.0113866
Hughes County,46065,-16.6588877
Hutchinson County,46067,-33.25035368
Hyde County,46069,-26.36383926
Jackson County,46071,-17.25542267
Jerauld County,46073,-32.32592691
Jones County,46075,-32.94262603
Kingsbury County,46077,-28.76265758
Lake County,46079,-11.23508007
Lawrence County,46081,-45.44457257
Lincoln County,46083,-28.29968984
Lyman County,46085,-15.60567813
McCook County,46087,-21.64319586
McPherson County,46089,-38.10647877
Marshall County,46091,-27.19992917
Meade County,46093,-24.33155542
Mellette County,46095,-19.50167599
Miner County,46097,-31.83366995
Minnehaha County,46099,21.90624757
Moody County,46101,-6.769206834
Oglala Lakota County,46102,-39.9394616
Pennington County,46103,-26.70725696
Perkins County,46105,-32.81891438
Potter County,46107,-31.4598449
Roberts County,46109,8.303055286
Sanborn County,46111,-33.40583643
Spink County,46115,-25.11495629
Stanley County,46117,-24.85899009
Sully County,46119,-22.57003099
Todd County,46121,-33.92509947
Tripp County,46123,-30.99792933
Turner County,46125,-27.45628136
Union County,46127,-26.96524481
Walworth County,46129,-15.96889511
Yankton County,46135,-10.78647563
Ziebach County,46137,-24.98549592
Anderson County,47001,-31.61999318
Bedford County,47003,-32.84717835
Benton County,47005,-10.80903306
Bledsoe County,47007,-42.42008319
Blount County,47009,-37.06572463
Bradley County,47011,-46.505383
Campbell County,47013,-44.86102734
Cannon County,47015,-44.26856158
Carroll County,47017,-31.32391625
Carter County,47019,-34.63578874
Cheatham County,47021,-27.14279783
Chester County,47023,-35.488439
Claiborne County,47025,-49.01740144
Clay County,47027,-27.1640012
Cocke County,47029,-42.60337992
Coffee County,47031,-28.74283904
Crockett County,47033,-27.22013841
Cumberland County,47035,-27.02482221
Davidson County,47037,-46.09125491
Decatur County,47039,-19.77670897
DeKalb County,47041,-34.11158155
Dickson County,47043,-27.08803072
Dyer County,47045,-25.2937518
Fayette County,47047,-59.5210569
Fentress County,47049,-28.04464045
Franklin County,47051,-46.31881616
Gibson County,47053,-22.74856169
Giles County,47055,-39.81446532
Grainger County,47057,-43.08887115
Greene County,47059,-15.94250583
Grundy County,47061,-19.02789843
Hamblen County,47063,-36.24966411
Hamilton County,47065,-40.47326889
Hancock County,47067,-38.50931249
Hardeman County,47069,-21.79266795
Hardin County,47071,-29.45366347
Hawkins County,47073,-27.45301683
Haywood County,47075,-29.56828868
Henderson County,47077,-36.93574641
Henry County,47079,-23.00339354
Hickman County,47081,-27.2174825
Houston County,47083,-21.56851224
Humphreys County,47085,-26.72139428
Jackson County,47087,-35.4548209
Jefferson County,47089,-37.71540189
Johnson County,47091,-17.55733233
Knox County,47093,-39.06309178
Lake County,47095,-34.59298097
Lauderdale County,47097,-10.61799264
Lawrence County,47099,-28.71398054
Lewis County,47101,-8.134575317
Lincoln County,47103,-33.00357605
Loudon County,47105,-48.0789376
McMinn County,47107,-41.28114965
McNairy County,47109,-28.38572463
Macon County,47111,-27.20671822
Madison County,47113,0.510552571
Marion County,47115,-53.57834932
Marshall County,47117,-44.75235503
Maury County,47119,-36.5038805
Meigs County,47121,-17.0416919
Monroe County,47123,-28.19034361
Montgomery County,47125,-14.95551046
Moore County,47127,-42.32579314
Morgan County,47129,-22.03723351
Obion County,47131,-40.90650949
Overton County,47133,-36.95752662
Perry County,47135,-17.08572236
Pickett County,47137,-36.19231275
Polk County,47139,-48.47751405
Putnam County,47141,-32.06908149
Rhea County,47143,-46.89845424
Roane County,47145,-30.0205946
Robertson County,47147,-26.8531049
Rutherford County,47149,-48.91910604
Scott County,47151,-31.99539377
Sequatchie County,47153,-49.62310792
Sevier County,47155,-47.54221984
Shelby County,47157,-17.89941495
Smith County,47159,-34.16682038
Stewart County,47161,-22.48351045
Sullivan County,47163,-23.90763396
Sumner County,47165,-38.96746764
Tipton County,47167,-32.61517605
Trousdale County,47169,-35.96069617
Unicoi County,47171,-21.3667813
Union County,47173,-38.5895043
Van Buren County,47175,-18.96904986
Warren County,47177,-43.97763197
Washington County,47179,-31.75517198
Wayne County,47181,-3.426891703
Weakley County,47183,-32.36470315
White County,47185,-33.81263363
Williamson County,47187,-55.68440687
Wilson County,47189,-45.1839097
Anderson County,48001,-56.82008906
Andrews County,48003,-55.72092556
Angelina County,48005,-42.37634537
Aransas County,48007,-28.8231481
Archer County,48009,-62.26805597
Armstrong County,48011,-59.31731054
Atascosa County,48013,-37.87435312
Austin County,48015,-58.34138282
Bailey County,48017,-48.76830724
Bandera County,48019,-61.58001589
Bastrop County,48021,-59.74058474
Baylor County,48023,-63.56082928
Bee County,48025,-52.82333645
Bell County,48027,-42.6212027
Bexar County,48029,-58.47578243
Blanco County,48031,-64.9612813
Borden County,48033,-71.31100075
Bosque County,48035,-61.89351892
Bowie County,48037,-33.66145846
Brazoria County,48039,-59.83633928
Brazos County,48041,-62.01074056
Brewster County,48043,-70.95789329
Briscoe County,48045,-66.86029018
Brooks County,48047,-42.2776031
Brown County,48049,-58.58933576
Burleson County,48051,-68.910944
Burnet County,48053,-57.53596578
Caldwell County,48055,-73.24584922
Calhoun County,48057,-45.27836054
