Location,FIPS Code,Percent Change in Mortality Risk
Ward County,48475,4.536985948
Washington County,48477,0.804660697
Webb County,48479,2.705586963
Wharton County,48481,11.22742065
Wheeler County,48483,5.298416779
Wichita County,48485,3.586879888
Wilbarger County,48487,3.62434807
Willacy County,48489,5.332413067
Williamson County,48491,3.484546074
Wilson County,48493,5.173915019
Winkler County,48495,4.603879879
Wise County,48497,3.163943761
Wood County,48499,5.214077265
Yoakum County,48501,6.705986278
Young County,48503,3.660008981
Zapata County,48505,3.109056913
Zavala County,48507,4.087393896
Beaver County,49001,3.824127372
Box Elder County,49003,3.622617388
Cache County,49005,4.538031905
Carbon County,49007,5.183824627
Daggett County,49009,4.265263409
Davis County,49011,3.17507211
Duchesne County,49013,4.376954095
Emery County,49015,3.475843956
Garfield County,49017,4.874939376
Grand County,49019,5.319856837
Iron County,49021,5.103437879
Juab County,49023,3.456539856
Kane County,49025,5.905283815
Millard County,49027,3.86803783
Morgan County,49029,5.178995219
Piute County,49031,6.361292191
Rich County,49033,4.796399768
Salt Lake County,49035,7.396302184
San Juan County,49037,3.649325353
Sanpete County,49039,5.189696535
Sevier County,49041,3.357009861
Summit County,49043,5.336641613
Tooele County,49045,6.289367822
Uintah County,49047,4.863652889
Utah County,49049,8.123388888
Wasatch County,49051,2.497287628
Washington County,49053,3.542749088
Wayne County,49055,2.838188075
Weber County,49057,4.525529231
Addison County,50001,4.824940829
Bennington County,50003,7.31439291
Caledonia County,50005,4.329951443
Chittenden County,50007,5.747852103
Essex County,50009,2.385715014
Franklin County,50011,6.278160602
Grand Isle County,50013,4.3759598
Lamoille County,50015,6.419863811
Orange County,50017,5.71350316
Orleans County,50019,5.074381546
Rutland County,50021,0.652464853
Washington County,50023,2.505535087
Windham County,50025,2.309015048
Windsor County,50027,6.29784212
Accomack County,51001,8.675209967
Albemarle County,51003,4.893491309
Alleghany County,51005,1.541964712
Amelia County,51007,2.29459223
Amherst County,51009,4.972974777
Appomattox County,51011,4.191296442
Arlington County,51013,2.89554613
Augusta County,51015,5.435078159
Bath County,51017,5.212322221
Bedford County,51019,3.134666026
Bland County,51021,4.693638069
Botetourt County,51023,4.891955473
Brunswick County,51025,2.989104884
Buchanan County,51027,6.200754649
Buckingham County,51029,4.630612135
Campbell County,51031,6.55804037
Caroline County,51033,4.656678214
Carroll County,51035,5.988837107
Charles City County,51036,6.599536964
Charlotte County,51037,3.811710666
Chesterfield County,51041,4.186895726
Clarke County,51043,4.378799579
Craig County,51045,5.164381516
Culpeper County,51047,7.146643026
Cumberland County,51049,5.359011973
Dickenson County,51051,6.475717643
Dinwiddie County,51053,5.195473234
Essex County,51057,6.656621607
Fairfax County,51059,5.196544029
Fauquier County,51061,3.291731355
Floyd County,51063,7.5824559
Fluvanna County,51065,5.031081766
Franklin County,51067,6.098047783
Frederick County,51069,5.153050631
Giles County,51071,8.328588138
Gloucester County,51073,5.107445876
Goochland County,51075,5.344629337
Grayson County,51077,4.031426856
Greene County,51079,8.027202825
Greensville County,51081,6.105161418
Halifax County,51083,7.339166957
Hanover County,51085,9.345682541
Henrico County,51087,8.39706872
Henry County,51089,7.660726493
Highland County,51091,8.466007133
Isle of Wight County,51093,7.362352779
James City County,51095,7.176374925
King and Queen County,51097,7.322348199
King George County,51099,7.012966604
King William County,51101,7.56719834
Lancaster County,51103,6.758667295
Lee County,51105,7.36630975
Loudoun County,51107,6.582782938
Louisa County,51109,9.799934326
Lunenburg County,51111,5.161717622
Madison County,51113,8.009372042
Mathews County,51115,6.01242718
Mecklenburg County,51117,5.975988449
Middlesex County,51119,8.913226167
Montgomery County,51121,6.742517465
Nelson County,51125,7.580352021
New Kent County,51127,6.997982252
Northampton County,51131,3.176739637
Northumberland County,51133,7.092604371
Nottoway County,51135,8.841983736
Orange County,51137,3.910917008
Page County,51139,7.258969017
Patrick County,51141,6.570414088
Pittsylvania County,51143,8.791149594
Powhatan County,51145,3.017277762
Prince Edward County,51147,11.05526504
Prince George County,51149,7.221949198
Prince William County,51153,7.302071211
Pulaski County,51155,7.093183006
Rappahannock County,51157,6.883512572
Richmond County,51159,7.094869089
Roanoke County,51161,8.599220407
Rockbridge County,51163,2.783653832
Rockingham County,51165,6.571820319
Russell County,51167,6.271774645
Scott County,51169,9.236972232
Shenandoah County,51171,8.604613157
Smyth County,51173,4.100590202
Southampton County,51175,10.41510692
Spotsylvania County,51177,6.013425094
Stafford County,51179,7.127815678
Surry County,51181,3.83117983
Sussex County,51183,6.055757838
Tazewell County,51185,9.819522137
Warren County,51187,3.760594953
Washington County,51191,8.30382477
Westmoreland County,51193,5.165269334
Wise County,51195,5.116280633
Wythe County,51197,9.020205642
York County,51199,7.678683042
Alexandria City,51510,2.583153559
Bristol City,51520,8.262028088
Buena Vista City,51530,8.68936362
Charlottesville City,51540,8.804466502
Chesapeake City,51550,10.06903058
Colonial Heights City,51570,9.288931843
Covington City,51580,7.333567779
Danville City,51590,8.066540029
Emporia City,51595,2.908342
Fairfax City,51600,12.44566491
Falls Church City,51610,9.393580692
Franklin City,51620,7.813960463
Fredericksburg City,51630,6.581929498
Galax City,51640,6.706303517
Hampton City,51650,7.151939908
Harrisonburg City,51660,7.362984819
Hopewell City,51670,5.504477189
Lexington City,51678,8.221189255
Lynchburg City,51680,9.288243762
Manassas City,51683,7.934262784
Manassas Park City,51685,9.77982483
Martinsville City,51690,5.316767032
Newport News City,51700,8.561558836
Norfolk City,51710,5.526712497
Norton City,51720,2.669650504
Petersburg City,51730,5.021299844
Poquoson City,51735,9.254677774
Portsmouth City,51740,6.852911291
Radford City,51750,7.501295329
Richmond City,51760,10.90566994
Roanoke City,51770,0.905722492
Salem City,51775,8.67035904
Staunton City,51790,7.564157681
Suffolk City,51800,5.395787281
Virginia Beach City,51810,9.260862238
Waynesboro City,51820,6.844111172
Williamsburg City,51830,2.705352159
Winchester City,51840,2.760919786
Adams County,53001,7.224498129
Asotin County,53003,3.52012835
Benton County,53005,7.115607388
Chelan County,53007,8.658589423
Clallam County,53009,8.219226708
Clark County,53011,10.06854031
Columbia County,53013,7.647108432
Cowlitz County,53015,3.045041371
Douglas County,53017,5.643322564
Ferry County,53019,5.143780701
Franklin County,53021,8.028260351
Garfield County,53023,2.846205622
Grant County,53025,4.783736056
Grays Harbor County,53027,8.734204211
Island County,53029,12.28712804
Jefferson County,53031,1.655578681
King County,53033,9.260862238
Kitsap County,53035,9.799934326
Kittitas County,53037,9.039878438
Klickitat County,53039,6.943841124
Lewis County,53041,3.516491086
Lincoln County,53043,5.021299844
Mason County,53045,5.165269334
Okanogan County,53047,9.236972232
Pacific County,53049,11.44020178
Pend Oreille County,53051,7.115607388
Pierce County,53053,8.658589423
San Juan County,53055,3.187823302
Skagit County,53057,6.006859428
Skamania County,53059,6.844111172
Snohomish County,53061,2.722599285
Spokane County,53063,8.18796469
Stevens County,53065,5.389144603
Thurston County,53067,10.90566994
Wahkiakum County,53069,10.90566994
Walla Walla County,53071,2.657314035
Whatcom County,53073,8.734204211
Whitman County,53075,7.695527384
Yakima County,53077,7.964484413
Barbour County,54001,4.273791745
Berkeley County,54003,5.629030931
Boone County,54005,6.143181564
Braxton County,54007,4.707850458
Brooke County,54009,8.837653967
Cabell County,54011,4.147800668
Calhoun County,54013,6.676676885
Clay County,54015,6.742517465
Doddridge County,54017,9.699975458
Fayette County,54019,7.521374612
Gilmer County,54021,6.742517465
Grant County,54023,8.804466502
Greenbrier County,54025,8.075903567
Hampshire County,54027,6.06505033
Hancock County,54029,5.906227239
Hardy County,54031,5.437397083
Harrison County,54033,6.955941403
Jackson County,54035,6.104656957
Jefferson County,54037,6.132464451
Kanawha County,54039,7.112622492
Lewis County,54041,4.187625666
Lincoln County,54043,5.531544234
Logan County,54045,6.579424362
McDowell County,54047,7.019975248
Marion County,54049,7.039151082
Marshall County,54051,5.344544867
Mason County,54053,4.978662471
Mercer County,54055,8.411425479
Mineral County,54057,7.502317517
Mingo County,54059,8.017661434
Monongalia County,54061,5.320366564
Monroe County,54063,7.814126337
Morgan County,54065,7.726182723
Nicholas County,54067,4.882489121
Ohio County,54069,6.482283453
Pendleton County,54071,5.047131527
Pleasants County,54073,6.191579648
Pocahontas County,54075,5.619535629
Preston County,54077,6.13540614
Putnam County,54079,6.177593212
Raleigh County,54081,8.127073381
Randolph County,54083,6.792817816
Ritchie County,54085,6.428522385
Roane County,54087,6.211807095
Summers County,54089,5.145357552
Taylor County,54091,4.865128538
Tucker County,54093,6.004090222
Tyler County,54095,5.594422615
Upshur County,54097,5.818535888
Wayne County,54099,5.964076665
Webster County,54101,5.591168433
Wetzel County,54103,5.904958475
Wirt County,54105,3.958121522
Wood County,54107,6.023497085
Wyoming County,54109,1.910582031
Adams County,55001,4.721175587
Ashland County,55003,4.687687857
Barron County,55005,3.462126453
Bayfield County,55007,5.095265922
Brown County,55009,3.722133535
Buffalo County,55011,3.765518712
Burnett County,55013,3.895197631
Calumet County,55015,3.464106348
Chippewa County,55017,5.715581702
Clark County,55019,5.347168293
Columbia County,55021,6.194775926
Crawford County,55023,4.05170239
Dane County,55025,6.149478165
Dodge County,55027,4.073017611
Door County,55029,3.930846754
Douglas County,55031,7.590157553
Dunn County,55033,4.270005219
Eau Claire County,55035,3.209068619
Florence County,55037,2.046340702
Fond du Lac County,55039,2.195142671
Forest County,55041,1.51820628
Grant County,55043,4.582486226
Green County,55045,4.799335211
Green Lake County,55047,4.736073911
Iowa County,55049,1.894094739
Iron County,55051,6.364734868
Jackson County,55053,2.868547413
Jefferson County,55055,5.969344915
Juneau County,55057,5.490389601
Kenosha County,55059,5.439884402
Kewaunee County,55061,3.057458258
La Crosse County,55063,6.328071059
Lafayette County,55065,6.162595734
Langlade County,55067,3.775692135
Lincoln County,55069,5.228315417
Manitowoc County,55071,5.016215723
Marathon County,55073,3.834404589
Marinette County,55075,3.99447775
Marquette County,55077,4.414378023
Menominee County,55078,4.066246756
Milwaukee County,55079,3.00277661
Monroe County,55081,5.463600612
Oconto County,55083,5.302045765
Oneida County,55085,5.985548124
Outagamie County,55087,4.458606188
Ozaukee County,55089,3.528847359
Pepin County,55091,3.187576888
Pierce County,55093,4.114762542
Polk County,55095,4.347466112
Portage County,55097,3.723034619
Price County,55099,3.143005556
Racine County,55101,1.451825584
Richland County,55103,3.747166982
Rock County,55105,4.933776393
Rusk County,55107,5.202625581
Saint Croix County,55109,7.122872734
Sauk County,55111,6.30281413
Sawyer County,55113,5.081302915
Shawano County,55115,6.51980881
Sheboygan County,55117,4.187841863
Taylor County,55119,6.217229617
Trempealeau County,55121,5.419676095
Vernon County,55123,4.929297322
Vilas County,55125,5.904254276
Walworth County,55127,6.00498123
Washburn County,55129,5.284522987
Washington County,55131,7.042949646
Waukesha County,55133,5.71891189
Waupaca County,55135,5.738074363
Waushara County,55137,5.850403585
Winnebago County,55139,6.758294337
Wood County,55141,5.513475748
Albany County,56001,6.473594102
Big Horn County,56003,4.92663332
Campbell County,56005,6.460588531
Carbon County,56007,4.362527282
Converse County,56009,7.330547584
Crook County,56011,7.451231915
Fremont County,56013,5.081590669
Goshen County,56015,6.253174057
Hot Springs County,56017,4.510206041
Johnson County,56019,5.276588779
Laramie County,56021,7.440470015
Lincoln County,56023,6.044617051
Natrona County,56025,7.324887322
Niobrara County,56027,5.784204423
Park County,56029,6.351135935
Platte County,56031,5.948261952
Sheridan County,56033,5.601068941
Sublette County,56035,5.953801048
Sweetwater County,56037,5.365742207
Teton County,56039,12.22062546
Uinta County,56041,5.760340803
Washakie County,56043,5.16446512
Weston County,56045,6.714028144
United States,,6.854037205
Alabama,1,6.287669374
Alaska,2,7.097547228
Arizona,4,7.199658036
Arkansas,5,6.789850019
California,6,5.327796593
Colorado,8,5.975983474
Connecticut,9,5.924627462
Delaware,10,5.80308703
District of Columbia,11,6.616185329
Florida,12,5.914859929
Georgia,13,4.330106231
Hawaii,15,5.886852869
Idaho,16,4.836651586
Illinois,17,5.147477352
Indiana,18,5.986169061
Iowa,19,5.963175027
Kansas,20,7.432555417
Kentucky,21,6.493554884
Louisiana,22,6.21900358
Maine,23,7.125002652
Maryland,24,4.950049951
Massachusetts,25,4.70200276
Michigan,26,6.594652477
Minnesota,27,6.784878393
Mississippi,28,5.427493899
Missouri,29,5.258378519
Montana,30,5.606631017
Nebraska,31,5.678515129
Nevada,32,6.644851154
New Hampshire,33,4.443226853
New Jersey,34,4.574029768
New Mexico,35,6.12448996
New York,36,6.921347534
North Carolina,37,7.350393842
North Dakota,38,5.260443536
Ohio,39,6.875498214
Oklahoma,40,4.168098754
Oregon,41,7.167665445
Pennsylvania,42,6.36609122
Rhode Island,44,7.082159663
South Carolina,45,3.980362865
South Dakota,46,7.875441378
Tennessee,47,6.684262268
Texas,48,7.158917546
Utah,49,5.38445366
Vermont,50,8.312150738
Virginia,51,5.183896816
Washington,53,9.316033393
West Virginia,54,3.44781886
Wisconsin,55,5.606380649
Wyoming,56,7.533725902
Autauga County,1001,-59.88325188
Baldwin County,1003,-52.27528805
Barbour County,1005,-59.16488925
Bibb County,1007,-60.83348001
Blount County,1009,-52.79778901
Bullock County,1011,-64.7417124
Butler County,1013,-60.25844513
Calhoun County,1015,-62.81526337
Chambers County,1017,-61.87801111
Cherokee County,1019,-66.16747477
Chilton County,1021,-60.62468709
Choctaw County,1023,-60.78454495
Clarke County,1025,-57.65554028
Clay County,1027,-56.64527947
Cleburne County,1029,-62.03346089
Coffee County,1031,-55.47507046
Colbert County,1033,-56.37300139
Conecuh County,1035,-54.4059377
Coosa County,1037,-52.6127441
Covington County,1039,-54.44784319
Crenshaw County,1041,-59.63031333
Cullman County,1043,-63.38576477
Dale County,1045,-63.38604504
Dallas County,1047,-58.21533277
DeKalb County,1049,-60.66777997
Elmore County,1051,-51.74751505
Escambia County,1053,-56.92466787
Etowah County,1055,-56.74131439
Fayette County,1057,-57.24254342
Franklin County,1059,-60.70567956
Geneva County,1061,-61.75955319
Greene County,1063,-65.39713623
Hale County,1065,-55.64255658
Henry County,1067,-67.03974674
Houston County,1069,-59.58580138
Jackson County,1071,-55.15696597
Jefferson County,1073,-57.38912792
Lamar County,1075,-48.57855677
Lauderdale County,1077,-58.56877698
Lawrence County,1079,-60.39556463
Lee County,1081,-59.15048814
Limestone County,1083,-58.91930864
Lowndes County,1085,-57.82238516
Macon County,1087,-53.84534571
Madison County,1089,-59.42890823
Marengo County,1091,-56.83955508
Marion County,1093,-63.78685622
Marshall County,1095,-64.54081888
Mobile County,1097,-60.17245647
Monroe County,1099,-51.9241457
Montgomery County,1101,-57.70591256
Morgan County,1103,-56.28494977
Perry County,1105,-52.36497655
Pickens County,1107,-54.71787366
Pike County,1109,-54.03105342
Randolph County,1111,-47.50128484
Russell County,1113,-46.73726647
Saint Clair County,1115,-52.93226338
Shelby County,1117,-43.83181525
Sumter County,1119,-44.95952879
Talladega County,1121,-45.7710397
Tallapoosa County,1123,-48.84977791
Tuscaloosa County,1125,-47.11478008
Walker County,1127,-51.11734101
Washington County,1129,-53.31553956
Wilcox County,1131,-47.29368493
Winston County,1133,-45.36429048
Aleutians East Borough,2013,-47.65935043
Aleutians West Census Area,2016,-44.56015944
Anchorage Municipality,2020,-46.00940159
Bethel Census Area,2050,-49.21029905
Bristol Bay Borough,2060,-48.55399964
Denali Borough,2068,-46.88581095
Dillingham Census Area,2070,-42.99839017
Fairbanks North Star Borough,2090,-48.18588307
Haines Borough,2100,-43.70781974
Hoonah-Angoon Census Area,2105,-44.78800715
Juneau City and Borough,2110,-51.28538812
Kenai Peninsula Borough,2122,-47.66353116
Ketchikan Gateway Borough,2130,-43.82888027
Kodiak Island Borough,2150,-38.93832519
Kusilvak Census Area,2158,-40.87166613
Lake and Peninsula Borough,2164,-49.08722047
Matanuska-Susitna Borough,2170,-51.88176377
Nome Census Area,2180,-48.99048268
North Slope Borough,2185,-54.70374718
Northwest Arctic Borough,2188,-53.60590064
Petersburg Borough,2195,-45.42117686
Prince of Wales-Hyder Census Area,2198,-53.18083599
Sitka City and Borough,2220,-45.77563595
Skagway Municipality,2230,-46.41411562
Southeast Fairbanks Census Area,2240,-44.16196635
Valdez-Cordova Census Area,2261,-53.8169616
Wrangell City and Borough,2275,-55.49750685
Yakutat City and Borough,2282,-44.78915097
Yukon-Koyukuk Census Area,2290,-44.66616429
Apache County,4001,-58.15725118
Cochise County,4003,-50.88289718
Coconino County,4005,-40.31314918
Gila County,4007,-45.41109139
Graham County,4009,-52.15012122
Greenlee County,4011,-48.44570804
La Paz County,4012,-54.67071039
Maricopa County,4013,-50.26299225
Mohave County,4015,-35.05372548
Navajo County,4017,-44.97105559
Pima County,4019,-47.37756836
Pinal County,4021,-48.90483906
Santa Cruz County,4023,-57.89944308
Yavapai County,4025,-45.68825581
Yuma County,4027,-63.75818772
Arkansas County,5001,-50.11126706
Ashley County,5003,-48.61818201
Baxter County,5005,-50.3930295
Benton County,5007,-47.09350145
Boone County,5009,-35.14359729
Bradley County,5011,-49.13557025
Calhoun County,5013,-43.64713745
Carroll County,5015,-47.02686519
Chicot County,5017,-79.23602234
Clark County,5019,-79.23602234
Clay County,5021,-57.97038646
Cleburne County,5023,-54.72336475
Cleveland County,5025,-52.58867674
Columbia County,5027,-60.21302451
Conway County,5029,-61.94074938
Craighead County,5031,-61.96044324
Crawford County,5033,-60.81498769
Crittenden County,5035,-66.71099437
Cross County,5037,-61.46899597
Dallas County,5039,-60.80951029
Desha County,5041,-61.23307645
Drew County,5043,-68.2502866
Faulkner County,5045,-47.76938176
Franklin County,5047,-61.94074938
Fulton County,5049,-56.29990324
Garland County,5051,-56.35829958
Grant County,5053,-68.91072392
Greene County,5055,-62.00271626
Hempstead County,5057,-61.23307645
Hot Spring County,5059,-61.23307645
Howard County,5061,-67.52688417
Independence County,5063,-66.71099437
Izard County,5065,-59.68972233
Jackson County,5067,-59.96633064
Jefferson County,5069,-61.23307645
Johnson County,5071,-66.71099437
Lafayette County,5073,-60.21302451
Lawrence County,5075,-49.52403138
Lee County,5077,-57.14954594
Lincoln County,5079,-56.72154444
Little River County,5081,-52.68741302
Logan County,5083,-53.2350263
Lonoke County,5085,-57.31785223
Madison County,5087,-63.55374917
Marion County,5089,-61.04340362
Miller County,5091,-50.41050195
Mississippi County,5093,-53.14496856
Monroe County,5095,-59.87764285
Montgomery County,5097,-67.14334881
Nevada County,5099,-63.68352624
Newton County,5101,-58.30873056
Ouachita County,5103,-63.55374917
Perry County,5105,-47.15871759
Phillips County,5107,-46.67998405
Pike County,5109,-48.02202856
Poinsett County,5111,-56.73914172
Polk County,5113,-48.64030568
Pope County,5115,-46.93771694
Prairie County,5117,-52.33629581
Pulaski County,5119,-52.19010597
Randolph County,5121,-45.04054905
Saint Francis County,5123,-46.4632424
Saline County,5125,-45.51206622
Scott County,5127,-50.78616692
Searcy County,5129,-48.3626776
Sebastian County,5131,-45.6966519
Sevier County,5133,-49.82597963
Sharp County,5135,-49.87816227
Stone County,5137,-50.20722181
Union County,5139,-47.12118539
Van Buren County,5141,-46.08016316
Washington County,5143,-49.17829005
White County,5145,-46.87119951
Woodruff County,5147,-47.70949747
Yell County,5149,-49.72026037
Alameda County,6001,-45.57600836
Alpine County,6003,-46.89621768
Amador County,6005,-47.58858607
Butte County,6007,-49.01904441
Calaveras County,6009,-43.6714249
Colusa County,6011,-45.58278026
Contra Costa County,6013,-46.68714903
Del Norte County,6015,-44.38880034
El Dorado County,6017,-46.22301097
Fresno County,6019,-46.09312677
Glenn County,6021,-43.51383577
Humboldt County,6023,-45.93433988
Imperial County,6025,-48.38411647
Inyo County,6027,-47.14149047
Kern County,6029,-44.53833346
Kings County,6031,-51.79477629
Lake County,6033,-49.30251968
Lassen County,6035,-43.78073187
Los Angeles County,6037,-46.90795159
Madera County,6039,-48.13292829
Marin County,6041,-48.97350936
Mariposa County,6043,-42.89496256
Mendocino County,6045,-51.27391092
Merced County,6047,-45.58029679
Modoc County,6049,-50.33822452
Mono County,6051,-49.60942341
Monterey County,6053,-45.4834171
Napa County,6055,-49.54529613
Nevada County,6057,-43.27375597
Orange County,6059,-50.50267042
Placer County,6061,-46.22926945
Plumas County,6063,-42.56950164
Riverside County,6065,-39.90891687
Sacramento County,6067,-45.11895333
San Benito County,6069,-47.56809218
San Bernardino County,6071,-48.52135233
San Diego County,6073,-55.06998217
San Francisco County,6075,-47.02793273
San Joaquin County,6077,-50.84184599
San Luis Obispo County,6079,-52.55183118
San Mateo County,6081,-48.47040751
Santa Barbara County,6083,-46.66149831
Santa Clara County,6085,-47.62501633
Santa Cruz County,6087,-49.489295
Shasta County,6089,-43.48829304
Sierra County,6091,-50.21819646
Siskiyou County,6093,-44.51598726
Solano County,6095,-48.49271348
Sonoma County,6097,-55.11147286
Stanislaus County,6099,-46.22326419
Sutter County,6101,-48.7763024
Tehama County,6103,-45.47933794
Trinity County,6105,-68.89333327
Tulare County,6107,-60.42493692
Tuolumne County,6109,-59.90570556
Ventura County,6111,-55.14989799
Yolo County,6113,-61.36871318
Yuba County,6115,-66.4699113
Adams County,8001,-65.3924421
Alamosa County,8003,-55.82050954
Arapahoe County,8005,-64.16260086
Archuleta County,8007,-58.04050622
Baca County,8009,-58.91079194
Bent County,8011,-56.90935938
Boulder County,8013,-68.09231614
Broomfield County,8014,-59.61302391
Chaffee County,8015,-56.63654605
Cheyenne County,8017,-62.8636566
Clear Creek County,8019,-52.70982912
Conejos County,8021,-59.47603035
Costilla County,8023,-68.64703394
Crowley County,8025,-59.9401327
Custer County,8027,-72.81167034
Delta County,8029,-62.99895395
Denver County,8031,-61.05914333
Dolores County,8033,-59.95380875
Douglas County,8035,-54.28140902
Eagle County,8037,-66.86468618
Elbert County,8039,-66.84171598
El Paso County,8041,-57.74376636
Fremont County,8043,-62.40930758
Garfield County,8045,-65.80043904
Gilpin County,8047,-66.03378365
Grand County,8049,-55.40802166
Gunnison County,8051,-64.00126248
Hinsdale County,8053,-59.77220298
Huerfano County,8055,-66.18025307
Jackson County,8057,-60.01204119
Jefferson County,8059,-64.60780347
Kiowa County,8061,-73.03650053
Kit Carson County,8063,-57.45935565
Lake County,8065,-63.13845935
La Plata County,8067,-70.06401795
Larimer County,8069,-62.75074338
Las Animas County,8071,-69.93446161
Lincoln County,8073,-63.27996006
Logan County,8075,-51.95781328
Mesa County,8077,-55.58052524
Mineral County,8079,-54.60539006
Moffat County,8081,-62.93363444
Montezuma County,8083,-64.41044242
Montrose County,8085,-57.05517488
Morgan County,8087,-61.15876509
Otero County,8089,-57.18077966
Ouray County,8091,-56.86989688
Park County,8093,-58.66055964
Phillips County,8095,-57.83173212
Pitkin County,8097,-64.45399293
Prowers County,8099,-66.98467659
Pueblo County,8101,-53.04390473
Rio Blanco County,8103,-59.55652753
Rio Grande County,8105,-51.84003052
Routt County,8107,-59.55652753
Saguache County,8109,-65.16319576
San Juan County,8111,-51.90235844
San Miguel County,8113,-49.49640573
Sedgwick County,8115,-59.55652753
Summit County,8117,-59.55652753
Teller County,8119,-66.78293675
Washington County,8121,-57.78796778
Weld County,8123,-64.12918835
Yuma County,8125,-53.69441853
Fairfield County,9001,-52.51113979
Hartford County,9003,-55.48458347
Litchfield County,9005,-61.30642198
Middlesex County,9007,-52.82349341
New Haven County,9009,-59.55652753
New London County,9011,-59.17080696
Tolland County,9013,-69.77871163
Windham County,9015,-74.34886649
Kent County,10001,-64.41314936
New Castle County,10003,-58.04866438
Sussex County,10005,-55.44460917
District of Columbia,11001,-61.1535662
Alachua County,12001,-62.573836
Baker County,12003,-68.07219992
Bay County,12005,-65.7476785
Bradford County,12007,-67.71264747
Brevard County,12009,-51.20017712
Broward County,12011,-59.44789761
Calhoun County,12013,-59.55652753
Charlotte County,12015,-54.44890418
Citrus County,12017,-57.71060572
Clay County,12019,-64.86153438
Collier County,12021,-66.3056627
Columbia County,12023,-60.78200629
DeSoto County,12027,-53.53348158
Dixie County,12029,-60.22397023
Duval County,12031,-57.49663278
Escambia County,12033,-55.15043029
Flagler County,12035,-62.877283
Franklin County,12037,-54.10958364
Gadsden County,12039,-54.51566337
Gilchrist County,12041,-57.70340913
Glades County,12043,-59.07727311
Gulf County,12045,-49.05777299
Hamilton County,12047,-66.43543855
Hardee County,12049,-66.62614599
Hendry County,12051,-59.3108319
Hernando County,12053,-72.09923178
Highlands County,12055,-54.48334672
Hillsborough County,12057,-53.14445674
Holmes County,12059,-57.45312214
Indian River County,12061,-53.79617352
Jackson County,12063,-68.13284388
Jefferson County,12065,-60.986187
Lafayette County,12067,-60.57567082
Lake County,12069,-65.46028103
Lee County,12071,-54.90445577
Leon County,12073,-73.00503229
Levy County,12075,-62.56519125
Liberty County,12077,-62.53176759
Madison County,12079,-59.55652753
Manatee County,12081,-56.88776489
Marion County,12083,-67.01673264
Martin County,12085,-60.90086062
Miami-Dade County,12086,-61.11772488
Monroe County,12087,-64.15771386
Nassau County,12089,-61.41776382
Okaloosa County,12091,-63.0966153
Okeechobee County,12093,-65.60383328
Orange County,12095,-59.05081826
Osceola County,12097,-56.6027495
Palm Beach County,12099,-62.90098235
Pasco County,12101,-63.2027193
Pinellas County,12103,-66.16747477
Polk County,12105,-59.29455819
Putnam County,12107,-52.96658281
Saint Johns County,12109,-54.03895813
Saint Lucie County,12111,-55.49820352
Santa Rosa County,12113,-54.12841918
Sarasota County,12115,-60.86881432
Seminole County,12117,-55.28434146
Sumter County,12119,-59.7652428
Suwannee County,12121,-49.0926725
Taylor County,12123,-57.70585774
Union County,12125,-70.94625094
Volusia County,12127,-50.91326874
Wakulla County,12129,-66.04675962
Walton County,12131,-47.97968747
Washington County,12133,-59.23544295
Appling County,13001,-52.20829806
Atkinson County,13003,-58.2403005
Bacon County,13005,-56.58804328
Baker County,13007,-51.49455991
Baldwin County,13009,-59.14166053
Banks County,13011,-65.85526807
Barrow County,13013,-53.47932056
Bartow County,13015,-57.70669983
Ben Hill County,13017,-61.61760408
Berrien County,13019,-63.2908448
Bibb County,13021,-51.08831809
Bleckley County,13023,-58.84503241
Brantley County,13025,-60.40314352
Brooks County,13027,-48.14508302
Bryan County,13029,-58.77381724
Bulloch County,13031,-52.56515179
Burke County,13033,-56.35948537
Butts County,13035,-53.51969945
Calhoun County,13037,-57.07467383
Camden County,13039,-64.08597244
Candler County,13043,-59.92920294
Carroll County,13045,-52.04952713
Catoosa County,13047,-54.266133
Charlton County,13049,-52.15755969
Chatham County,13051,-61.98421426
Chattahoochee County,13053,-54.57249601
Chattooga County,13055,-63.77870061
Cherokee County,13057,-64.88391111
Clarke County,13059,-59.48369736
Clay County,13061,-59.67667313
Clayton County,13063,-57.70227675
Clinch County,13065,-56.53082994
Cobb County,13067,-63.39537867
Coffee County,13069,-59.94086551
Colquitt County,13071,-64.7257243
Columbia County,13073,-49.72394782
Cook County,13075,-56.20300722
Coweta County,13077,-57.2347042
Crawford County,13079,-49.06031442
Crisp County,13081,-68.33001233
Dade County,13083,-62.25439871
Dawson County,13085,-57.86558617
Decatur County,13087,-63.93073995
DeKalb County,13089,-61.46468437
Dodge County,13091,-71.46942008
Dooly County,13093,-52.73802006
Dougherty County,13095,-55.61104284
Douglas County,13097,-46.006896
Early County,13099,-53.16256156
Echols County,13101,-52.55912897
Effingham County,13103,-53.51869517
Elbert County,13105,-45.66615361
Emanuel County,13107,-47.65231281
Evans County,13109,-55.15776694
Fannin County,13111,-47.48525798
Fayette County,13113,-63.7285164
Floyd County,13115,-48.69375307
Forsyth County,13117,-49.35309192
Franklin County,13119,-55.0466014
Fulton County,13121,-57.68368917
Gilmer County,13123,-51.03512501
Glascock County,13125,-52.91841368
Glynn County,13127,-50.59152609
Gordon County,13129,-54.87214216
Grady County,13131,-53.46157421
Greene County,13133,-56.21187682
Gwinnett County,13135,-57.36661771
